run,elapsed_seconds,peak_allocated_mib,inference_compilation_and_warmup_seconds,calibration_reference,teacher_and_fit_seconds,release_selection_seconds,calibration_query_selection_seconds,calibration_lineage_seconds,source_calibration_build_seconds,per_user_initial_backfill_ms,per_user_release_translate_ms,per_user_exact_build_ms,real_appends,translated_segments,measured_method_service_seconds,measured_exact_service_seconds,service_ratio_excluding_global_preparation,last_snapshot_auxiliary_bytes,source_view_bytes_reconstructed,second_moment_view_bytes_corrected
v5_compiled_canary_02,115.88454399909824,2312.30712890625,59.03229685034603,v5_efficient512_01,38.795504407957196,0.0,0.0,15.662245196290314,9.007965547963977,0.4149943124502897,0.8501126430928707,5.233812960796058,2485,89,33.48254704661667,0.24024286027997732,139.3695821286691,207948.0,False,False
v5_compiled_canary_03,59.29398012813181,2312.30712890625,42.79255413450301,v5_efficient512_01,38.795504407957196,0.0,0.0,15.662245196290314,9.007965547963977,0.43934269342571497,0.777752255089581,5.127543932758272,2485,89,4.931042402982712,0.23123044148087502,21.32523023959437,207948.0,False,False
v5_compiled_canary_04,100.95448771491647,2312.30712890625,83.10943725891411,v5_efficient512_01,38.795504407957196,0.0,0.0,15.662245196290314,9.007965547963977,0.4152152221649885,0.8861145470291376,5.145687330514193,5524,341,0.6605641823261976,0.593152723275125,1.1136494133902928,207948.0,False,False
v5_compiled_guard_probe_01,54.186625014059246,2312.30712890625,33.35261192731559,v5_efficient512_01,38.795504407957196,0.0,0.0,15.662245196290314,9.007965547963977,0.4050603602081537,0.8374688914045691,5.220276769250631,2485,89,7.791488888673484,0.2421046458184719,32.18231877514436,207948.0,False,False
v5_compiled_quality512_01,411.40996279381216,21170.81591796875,45.25695626437664,v5_efficient512_01,38.795504407957196,0.0,0.0,15.662245196290314,9.007965547963977,0.3785406948736636,0.8667888796480838,5.135177957708947,1053816,34469,69.36670729052275,72.67832285817713,0.9544346176766271,207948.0,False,False
v5_efficient512_01,487.3403105298057,31077.1005859375,0.0,v5_efficient512_01,38.795504407957196,0.0,0.0,15.662245196290314,9.007965547963977,0.3719686541444389,0.852740160189569,5.154065401075059,1053816,34469,90.78555027395487,87.35114055406302,1.0393172853623616,207948.0,False,False
v5_preparation_canary_01,11.254848725162446,2709.21826171875,0.0,v5_preparation_canary_01,0.6249964712187648,0.0,0.0,0.2121539181098342,0.3323171902447939,0.3523826599121094,0.7391293765977025,5.118784727528691,2485,89,0.3290935084223747,0.296453476883471,1.1101016992009636,207948.0,False,False
v5_runtime_canary_01,10.74711380712688,2312.322265625,0.0,v5_temporal_canary_01,0.7817310802638531,0.0,0.0,0.40231950860470533,0.34852459374815226,0.45798567589372396,0.7785022025927901,5.177235812880099,2485,89,0.3612977983430028,0.3212844040244818,1.1245419753256123,207944.0,False,False
v5_runtime_quality512_01,426.179076644592,21155.12548828125,0.0,v5_temporal512_01,60.34817587956786,0.0,0.0,42.834908303804696,9.070619379170239,0.4281119632651098,0.80221754287777,5.1238438092696015,1053816,34469,97.25530222244561,90.47668162174523,1.0749211894070085,207944.0,False,False
v5_temporal512_01,567.426278850995,31108.47705078125,0.0,v5_temporal512_01,60.34817587956786,0.0,0.0,42.834908303804696,9.070619379170239,0.4409658391523408,0.8402879746427061,5.139859606424579,1053816,34469,107.81310085393488,91.26755883079022,1.1812861243919106,207944.0,False,False
v5_temporal_canary_01,11.669141206890345,2648.30615234375,0.0,v5_temporal_canary_01,0.7817310802638531,0.0,0.0,0.40231950860470533,0.34852459374815226,0.4883265355601907,0.780520960688591,5.219833576120436,2485,89,0.3728711064904928,0.30075886100530624,1.239767650549502,207944.0,False,False
v5_temporal_scalar_canary_01,10.080415783450007,2312.322265625,0.0,v5_temporal_canary_01,0.7817310802638531,0.0,0.0,0.40231950860470533,0.34852459374815226,0.42142660822719336,0.701613025739789,5.108558805659413,2485,89,0.36896964255720377,0.3020767290145159,1.2214434516717554,207944.0,False,False
v6_clearance_canary_01,20.002194043248892,2312.3076171875,0.0,v5_budget64_01,17.675305416807532,0.0,0.0,5.259307129308581,3.2519162679091096,0.21964791230857372,1.0675092227756977,5.22799757309258,5725,375,1.1671269740909338,1.0383487483486533,1.124022132204699,207948.0,False,False
v6_clearance_quality512_01,520.4137262851,18665.95654296875,118.840661005117,v5_budget64_01,17.675305416807532,0.0,0.0,5.259307129308581,3.2519162679091096,0.22421160610974766,0.9960408497136086,5.217028853439842,1053816,34469,78.713115750812,81.28089236654341,0.9684086069804475,207948.0,False,False
v6_refit64_01,75.3306098934263,9173.7578125,0.0,v6_refit64_01,17.772241737693548,0.0,0.0,5.326646742410958,3.2548978915438056,0.1936040716827847,0.9139628702541813,5.156830292253289,0,0,0.0,0.0,,207948.0,False,False
v6_refit64_quality128_01,116.23809564206749,7313.16552734375,0.0,v6_refit64_01,17.772241737693548,0.0,0.0,5.326646742410958,3.2548978915438056,0.19679157994687557,0.9820513761951588,5.2203952058334835,261545,8392,22.818753046914935,21.9268157761544,1.0406779205820904,207948.0,False,False
v6_refit64_quality512_01,436.1530467700213,18665.95654296875,72.89671228919178,v6_refit64_01,17.772241737693548,0.0,0.0,5.326646742410958,3.2548978915438056,0.2212906114436919,0.9709500285680406,5.217300963704474,1053816,34469,68.48406623676419,71.84179542493075,0.953262176031289,207948.0,False,False
v7_source_time64_01,74.41457335744053,9276.8818359375,0.0,v7_source_time64_01,17.867097199894488,0.0,0.0,5.286156672053039,3.259660057723522,0.19023922068299726,0.9896973308059387,5.197775283886585,0,0,0.0,0.0,,207948.0,False,False
v7_source_time64_quality128_01,119.1195057304576,7320.2626953125,0.0,v7_source_time64_01,17.867097199894488,0.0,0.0,5.286156672053039,3.259660057723522,0.19727842591237277,1.0416392586193979,5.229138652794063,261545,8392,24.034930038265884,22.90481010079384,1.0493398518694934,207948.0,False,False
v7_source_time_canary_01,29.12139936350286,4459.64599609375,0.0,v7_source_time_canary_01,4.535756259225309,0.0,0.0,1.9016996417194605,0.9612124618142843,0.1962694339454174,1.0832601226866245,5.1971702836453915,5725,375,1.240844069980085,1.0865077208727598,1.1420480923811118,207948.0,False,False
cohort_merge_canary_01,19.872414426878095,2312.30810546875,0.0,v8_adaptive128_01,48.55193404480815,10.925345395691693,0.0,18.143025307916105,11.430316683836281,,,,7291,479,1.2505646040663123,1.122134986333549,1.1144511304761942,,False,False
v10_source_confidence64_01,45.87063751835376,7624.2373046875,0.0,v10_source_confidence64_01,16.07998387608677,0.0,0.0,4.261898168362677,2.6692164735868573,0.24951242376118898,1.3278617523610592,5.3878843784332275,0,0,0.0,0.0,,207948.0,False,False
v10_source_confidence_canary_01,23.56253361236304,3978.11376953125,0.0,v10_source_confidence_canary_01,3.7839772272855043,0.0,0.0,1.4073035046458244,0.773362104780972,0.2726584440097213,1.3164652278646827,5.345946969464421,0,0,0.0,0.0,,207948.0,False,False
v11_adaptive_ridge64_01,48.4629170158878,7624.33935546875,0.0,v11_adaptive_ridge64_01,17.365893923677504,0.0,0.0,4.6223248122259974,2.7100687129423022,0.39769201539456844,1.2200821191072464,5.413900292478502,0,0,0.0,0.0,,207948.0,False,False
v11_adaptive_ridge_canary_01,25.753000255674124,3982.6064453125,0.0,v11_adaptive_ridge_canary_01,5.121000634506345,0.0,0.0,1.6167964236810803,1.069618048146367,0.2886675298213959,1.867313333787024,7.436658814549446,0,0,0.0,0.0,,207948.0,False,False
v12_variance64_01,47.164158625528216,7721.3583984375,0.0,v12_variance64_01,17.0803235033527,0.0,0.0,4.774587775580585,2.739128968678415,0.36620725877583027,1.7849472351372242,5.541754513978958,0,0,0.0,0.0,,226380.0,False,True
v12_variance_canary_01,24.04311478883028,4005.82861328125,0.0,v12_variance_canary_01,3.891293842345476,0.0,0.0,1.5432753367349505,0.7916662953794003,0.3073394764214754,1.5154944499954581,5.312962387688458,0,0,0.0,0.0,,226380.0,False,True
v12_variance_quality6000_01,909.5077245859429,18297.25244140625,0.0,v12_variance64_01,17.0803235033527,0.0,0.0,4.774587775580585,2.739128968678415,,,,9556537,350501,1004.0650051990524,916.8478910233825,1.0951271361690307,,False,False
v12_variance_quality_canary_01,18.894708049483597,2544.11328125,0.0,v12_variance64_01,17.0803235033527,0.0,0.0,4.774587775580585,2.739128968678415,,,,7291,479,1.3218228369951248,1.119085779413581,1.181163107700092,,False,False
v13_observed_quality_canary_01,19.66548313293606,2543.6259765625,0.0,v13_observed_queries64_01,15.908635253086686,0.0,0.4436244638636708,4.258147906512022,2.6881104866042733,,,,7291,479,1.5873947152867913,1.3859820263460279,1.1453212849172103,,False,False
v13_observed_queries64_01,45.627888444811106,7624.20556640625,0.0,v13_observed_queries64_01,15.908635253086686,0.0,0.4436244638636708,4.258147906512022,2.6881104866042733,0.2619922626763582,1.1244200402870774,5.3370709996670485,0,0,0.0,0.0,,207948.0,False,False
v13_observed_queries_canary_01,23.998983358033,3978.10546875,0.0,v13_observed_queries_canary_01,3.752038170583546,0.0,0.3111528540030122,1.4807711262255907,0.7841506376862526,0.28090758714824915,1.1490963632240891,5.388858844526112,0,0,0.0,0.0,,207948.0,False,False
v6_quality6000_01,1644.677059294656,18280.1474609375,0.0,v6_refit64_01,17.772241737693548,0.0,0.0,5.326646742410958,3.2548978915438056,,,,9556537,350501,904.0705598173663,875.5104125775397,1.0326211394285356,,False,False
v8_quality6000_01,1651.954363054596,18290.47265625,0.0,v8_adaptive128_01,48.55193404480815,10.925345395691693,0.0,18.143025307916105,11.430316683836281,,,,9556537,350501,910.0199459046125,879.7609439576045,1.0343945729289685,,False,False
v9_stratified_calibration_canary_01,23.397835528478026,4008.2470703125,0.0,v9_stratified_calibration_canary_01,3.68542249314487,0.0,0.0,1.3836253536865115,0.7616935931146145,0.17651377711445093,0.9671690640971065,5.118703446350992,0,0,0.0,0.0,,207948.0,False,False
v9_stratified_source64_01,44.180049798451364,7723.041015625,0.0,v9_stratified_source64_01,15.730134572833776,0.0,0.0,4.198037190362811,2.652707666158676,0.19901094492524862,1.0795719921588898,5.297680012881756,0,0,0.0,0.0,,207948.0,False,False
v9_stratified_source_quality6000_01,902.0123936478049,18282.29150390625,0.0,v9_stratified_source64_01,15.730134572833776,0.0,0.0,4.198037190362811,2.652707666158676,,,,9556537,350501,979.6033684108406,925.4696919359267,1.0584931921019212,,False,False
v9_stratified_stable64_01,44.04149265401065,7624.20556640625,0.0,v9_stratified_stable64_01,15.40955480094999,0.0,0.0,4.131349308416247,2.65910014975816,0.19241406116634607,0.9896245086565614,5.213762470521033,0,0,0.0,0.0,,207948.0,False,False
v9_stratified_stable_quality6000_01,974.2169879907742,18280.1474609375,0.0,v9_stratified_stable64_01,15.40955480094999,0.0,0.0,4.131349308416247,2.65910014975816,,,,9556537,350501,1033.2057666210458,979.0994450533763,1.0552613136908886,,False,False
convergence_six_pass64_02,56.49266285728663,7624.20556640625,0.0,convergence_six_pass64_02,23.189145429991186,0.0,0.0,4.641010968014598,2.705458717420697,0.2265321323648095,1.1504138819873333,5.314503330737352,0,0,0.0,0.0,,207948.0,False,False
v13_observed_quality6000_01,939.0934833874926,18280.1474609375,0.0,v13_observed_queries64_01,15.908635253086686,0.0,0.4436244638636708,4.258147906512022,2.6881104866042733,,,,9556537,350501,994.5999608924612,944.2964242016897,1.0532709172686938,,False,False
v14_source_kernel64_01,49.81891212426126,8724.79443359375,0.0,v14_source_kernel64_01,20.84868472442031,0.0,0.0,4.298528645187616,2.7099955398589373,0.2946948166936636,1.4234366128221154,5.424781236797571,0,0,0.0,0.0,,207948.0,False,False
v14_source_kernel_canary_01,28.613933119922876,4268.39453125,0.0,v14_source_kernel_canary_01,6.427602490410209,0.0,0.0,1.5266364589333534,0.7879684213548899,0.31167285051196814,1.4697070699185133,5.495243216864765,0,0,0.0,0.0,,207948.0,False,False
v14_source_kernel_quality6000_01,917.8749118456617,18342.59326171875,0.0,v14_source_kernel64_01,20.84868472442031,0.0,0.0,4.298528645187616,2.7099955398589373,,,,9556537,350501,1002.4789950866252,931.8486872632056,1.0757958977555222,,False,False
v14_source_kernel_quality_canary_01,19.783926205709577,2577.1669921875,0.0,v14_source_kernel64_01,20.84868472442031,0.0,0.0,4.298528645187616,2.7099955398589373,,,,7291,479,1.3489539586007595,1.1583007192239165,1.1645973590559318,,False,False
v15_query_view64_01,43.61726597044617,8332.1591796875,0.0,v15_query_view64_01,14.682162110693753,0.0,0.0,4.209331274032593,2.66034977696836,0.2890750300139189,1.1337929870933294,5.4073818027973175,0,0,0.0,0.0,,207948.0,False,False
v15_query_view_canary_01,26.946729977615178,4307.9150390625,0.0,v15_query_view_canary_01,3.9153418568894267,0.0,0.0,1.3515196563676,0.9046281976625323,0.2658784156665206,1.034717122092843,5.263507412746549,6853,420,1.10444790776819,0.9788841493427753,1.1282723379571713,207948.0,False,False
v15_query_view_quality_canary_01,19.213811945170164,2561.96337890625,0.0,v15_query_view_canary_01,3.9153418568894267,0.0,0.0,1.3515196563676,0.9046281976625323,,,,7291,479,1.2599750254303217,1.1072543831542134,1.1379273314241087,,False,False
v15_query_view_four_edge_canary_01,18.108252415433526,2560.88818359375,0.0,v15_query_view_canary_01,3.9153418568894267,0.0,0.0,1.3515196563676,0.9046281976625323,,,,7291,371,1.2355095520615578,1.1247098864987493,1.0985139962695007,,False,False
v15_query_view_four_edge_quality6000_01,893.0868084663525,18324.03759765625,0.0,v15_query_view64_01,14.682162110693753,0.0,0.0,4.209331274032593,2.66034977696836,,,,9556537,290143,952.3104779487476,920.1927490346134,1.0349032623304513,,False,False
